shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
10569,14995,11-14-2016,11-25-2016,fedex,Returned
10570,21225,08-08-2017,,spee-dee delivery,Delivered
10571,8655,01-05-2017,,ontrac,Delivered
10572,16138,11-08-2015,11-20-2015,ups,Returned
10573,23202,02-07-2016,02-15-2016,ups,Returned
10574,9278,08-17-2016,08-29-2016,xpo logistics,Returned
10575,16746,04-01-2016,,ontrac,Delivered
10576,1578,12-25-2016,,spee-dee delivery,Delivered
10577,4887,04-27-2016,,lasership,Delivered
10578,12859,01-24-2017,,dhl,Delivered
10579,20823,06-23-2017,,fedex,Delivered
10580,9795,01-09-2016,,xpo logistics,Delivered
10581,14648,01-07-2017,01-18-2017,usps,Returned
10582,15643,01-28-2017,,dhl,Delivered
10583,1118,02-09-2017,,amazon logistics,Delivered
10584,3374,03-18-2017,03-30-2017,purolator,Returned
10585,2258,01-18-2017,01-26-2017,ups,Returned
10586,7724,03-22-2017,04-03-2017,purolator,Returned
10587,9991,01-07-2016,,xpo logistics,Delivered
10589,10098,01-05-2016,,usps,Delivered
10590,19066,05-24-2016,06-08-2016,dhl,Returned
10591,12142,01-01-2016,,dhl,Delivered
10592,23494,04-02-2016,04-10-2016,xpo logistics,Returned
10593,10695,01-11-2016,,ontrac,Delivered
10594,2548,01-08-2017,,ups,Delivered
10595,3112,04-23-2016,,amazon logistics,Delivered
10596,17260,08-22-2016,,spee-dee delivery,Delivered
10597,20807,06-22-2017,,usps,Delivered
10598,982,02-28-2017,03-14-2017,ups,Returned
10599,4793,12-17-2015,,dhl,Delivered
10600,14845,12-11-2016,,ontrac,Delivered
10601,3611,01-20-2017,02-03-2017,ups,Returned
10602,15543,02-09-2017,02-23-2017,dhl,Returned
10603,10505,01-16-2016,,usps,Delivered
10604,17679,04-08-2017,,ups,Delivered
10605,993,02-26-2017,,lasership,Delivered
10606,11258,06-14-2016,,spee-dee delivery,Delivered
10608,2102,01-23-2017,02-05-2017,lasership,Returned
10609,23417,03-20-2016,04-03-2016,amazon logistics,Returned
10610,2174,01-19-2017,,ups,Delivered
10611,1587,12-24-2016,,amazon logistics,Delivered
10612,502,11-19-2016,,amazon logistics,Delivered
10613,13790,06-04-2017,06-14-2017,ontrac,Returned
10614,20596,02-16-2017,,usps,Delivered
10615,3414,01-27-2017,,usps,Delivered
10616,14698,01-01-2017,,lasership,Delivered
10617,20430,01-25-2017,,fedex,Delivered
10618,2962,03-13-2017,,amazon logistics,Delivered
10619,17508,03-04-2017,,lasership,Delivered
10620,1594,12-24-2016,,ups,Delivered
10621,1605,12-26-2016,,fedex,Delivered
10622,10126,01-06-2016,,ontrac,Delivered
10623,2780,05-13-2017,05-28-2017,xpo logistics,Returned
10624,9663,01-10-2016,01-19-2016,usps,Returned
10625,3313,10-13-2016,10-27-2016,purolator,Returned
10626,7629,03-28-2017,,purolator,Delivered
10627,18504,12-20-2016,,lasership,Delivered
10628,19603,08-03-2016,08-18-2016,lasership,Returned
10629,6566,11-06-2016,,fedex,Delivered
10630,20447,01-26-2017,,usps,Delivered
10631,9284,08-14-2016,,ontrac,Delivered
10632,23888,12-10-2015,12-21-2015,ontrac,Returned
10633,23692,04-22-2016,,usps,Delivered
10634,15620,01-30-2017,,ups,Delivered
10635,12266,01-01-2016,,fedex,Delivered
10636,21111,07-24-2017,,xpo logistics,Delivered
10637,16120,10-19-2015,,usps,Delivered
10638,17880,06-14-2017,,spee-dee delivery,Delivered
10639,2237,01-18-2017,,dhl,Delivered
10640,6906,12-30-2016,,xpo logistics,Delivered
10641,13869,05-21-2017,,fedex,Delivered
10642,12180,01-01-2016,,ontrac,Delivered
10643,11487,03-27-2016,,ups,Delivered
10644,9177,08-25-2016,,purolator,Delivered
10645,18366,12-02-2016,,amazon logistics,Delivered
10646,1332,01-04-2017,,ontrac,Delivered
10647,4871,04-25-2016,05-03-2016,ontrac,Returned
10648,23376,03-15-2016,,amazon logistics,Delivered
10650,22017,05-07-2017,05-17-2017,fedex,Returned
10651,17516,03-26-2017,,purolator,Delivered
10653,9730,01-11-2016,01-22-2016,xpo logistics,Returned
10654,5317,11-04-2015,,dhl,Delivered
10655,23078,01-09-2016,,usps,Delivered
10656,11212,06-18-2016,,amazon logistics,Delivered
10657,6923,12-29-2016,,lasership,Delivered
10658,2440,01-07-2017,01-20-2017,lasership,Returned
10659,1376,01-02-2017,,fedex,Delivered
10660,1528,12-29-2016,,spee-dee delivery,Delivered
10661,4937,08-25-2016,,fedex,Delivered
10662,15144,05-23-2017,,xpo logistics,Delivered
10663,7680,03-22-2017,,xpo logistics,Delivered
10664,23157,01-20-2016,,ontrac,Delivered
10665,19110,05-22-2016,,ontrac,Delivered
10666,11250,06-12-2016,,lasership,Delivered
10667,18448,12-17-2016,12-26-2016,lasership,Returned
10668,3825,01-19-2017,02-02-2017,ups,Returned
10669,22666,10-24-2016,,amazon logistics,Delivered
10670,14426,01-19-2017,,dhl,Delivered
10671,1548,12-26-2016,,ontrac,Delivered
10672,16197,12-06-2015,,lasership,Delivered
10673,8022,02-07-2017,02-15-2017,ups,Returned
10674,23041,01-10-2016,,ontrac,Delivered
10675,18097,08-17-2017,,amazon logistics,Delivered
10676,5660,05-08-2016,,ontrac,Delivered
10677,11330,06-06-2016,,amazon logistics,Delivered
10678,16466,01-10-2016,,ontrac,Delivered
10679,17824,05-29-2017,,dhl,Delivered
10680,17570,04-23-2017,,spee-dee delivery,Delivered
10681,8345,01-09-2017,,fedex,Delivered
10682,5954,04-09-2016,,dhl,Delivered
10683,8773,12-31-2016,,dhl,Delivered
10684,12120,01-05-2016,,ontrac,Delivered
10685,2960,03-14-2017,,fedex,Delivered
10686,2212,01-19-2017,,amazon logistics,Delivered
10687,12993,01-20-2017,01-28-2017,xpo logistics,Returned
10688,6045,04-04-2016,04-15-2016,lasership,Returned
10689,12445,12-29-2015,,dhl,Delivered
10690,21323,02-26-2017,,purolator,Delivered
10691,7236,12-24-2016,,purolator,Delivered
10692,16987,06-21-2016,,xpo logistics,Delivered
10693,9262,08-20-2016,,ups,Delivered
10694,2050,01-26-2017,,spee-dee delivery,Delivered
10695,19783,09-01-2016,,dhl,Delivered
10696,5188,11-24-2015,,dhl,Delivered
10697,4519,01-31-2016,,fedex,Delivered
10698,23330,03-04-2016,,ontrac,Delivered
10699,3628,12-17-2015,,usps,Delivered
10700,21120,07-29-2017,,purolator,Delivered
10701,7853,03-14-2017,,ups,Delivered
10702,20595,02-17-2017,,fedex,Delivered
10703,216,12-31-2016,,ups,Delivered
10704,7256,12-21-2016,,spee-dee delivery,Delivered
10705,14815,12-16-2016,,usps,Delivered
10706,3300,10-04-2016,10-18-2016,dhl,Returned
10707,19006,08-27-2017,,purolator,Delivered
10708,5404,10-20-2015,10-30-2015,dhl,Returned
10709,18048,08-15-2017,,lasership,Delivered
10711,5815,04-23-2016,,usps,Delivered
10712,23616,05-08-2016,,fedex,Delivered
10713,15623,01-29-2017,02-10-2017,usps,Returned
10714,7759,03-17-2017,03-28-2017,ups,Returned
10715,1547,12-25-2016,01-09-2017,ontrac,Returned
10716,4197,02-17-2016,,dhl,Delivered
10717,18054,08-12-2017,,purolator,Delivered
10718,3185,01-01-2017,,ontrac,Delivered
10719,5455,05-30-2016,,fedex,Delivered
10720,16818,05-23-2016,06-05-2016,fedex,Returned
10721,22707,11-01-2016,,usps,Delivered
10722,15720,01-24-2017,,ups,Delivered
10723,14615,01-08-2017,,xpo logistics,Delivered
10724,11967,02-14-2016,02-24-2016,usps,Returned
10725,6814,12-31-2016,,lasership,Delivered
10726,16869,06-01-2016,,amazon logistics,Delivered
10727,1252,02-01-2017,,amazon logistics,Delivered
10728,16958,05-29-2016,06-13-2016,dhl,Returned
10729,10464,01-17-2016,,xpo logistics,Delivered
10730,19394,06-29-2016,,spee-dee delivery,Delivered
10731,22819,11-20-2016,11-30-2016,fedex,Returned
10732,11170,06-21-2016,,purolator,Delivered
10733,19868,12-15-2016,12-23-2016,fedex,Returned
10734,9556,01-13-2016,,fedex,Delivered
10735,8974,09-15-2016,09-23-2016,lasership,Returned
10736,6411,11-20-2016,,purolator,Delivered
10737,16376,01-06-2016,,lasership,Delivered
10738,6870,01-01-2017,,purolator,Delivered
10739,17535,03-14-2017,,usps,Delivered
10740,16620,02-14-2016,02-28-2016,usps,Returned
10741,5449,05-29-2016,06-07-2016,usps,Returned
10742,21838,04-02-2017,,ups,Delivered
10743,23034,01-08-2016,,dhl,Delivered
10744,17719,04-24-2017,,purolator,Delivered
10745,15599,02-01-2017,02-16-2017,xpo logistics,Returned
10746,16378,01-08-2016,01-22-2016,xpo logistics,Returned
10747,18779,01-23-2017,02-07-2017,ontrac,Returned
10748,18600,01-09-2017,01-18-2017,ups,Returned
10749,19101,05-21-2016,,dhl,Delivered
10750,4542,01-09-2016,,lasership,Delivered
10751,12529,12-30-2015,,usps,Delivered
10752,15466,02-22-2017,,amazon logistics,Delivered
10753,12096,01-07-2016,01-20-2016,ontrac,Returned
10754,19551,08-01-2016,,amazon logistics,Delivered
10755,3247,08-28-2016,,ontrac,Delivered
10756,16702,03-26-2016,04-09-2016,dhl,Returned
10757,7489,04-24-2017,,lasership,Delivered
10758,6458,11-19-2016,,purolator,Delivered
10759,21652,03-15-2017,03-26-2017,amazon logistics,Returned
10760,546,11-14-2016,,spee-dee delivery,Delivered
10762,16781,05-04-2016,,ups,Delivered
10763,6523,11-15-2016,,ups,Delivered
10764,20284,01-20-2017,,ups,Delivered
10765,9794,01-09-2016,,xpo logistics,Delivered
10766,21222,08-07-2017,,xpo logistics,Delivered
10767,20704,06-15-2017,,ups,Delivered
10768,6214,12-09-2016,,fedex,Delivered
10769,10423,01-18-2016,,xpo logistics,Delivered
10770,1369,01-03-2017,,dhl,Delivered
10771,11859,03-06-2016,,purolator,Delivered
10772,6127,12-16-2016,12-31-2016,spee-dee delivery,Returned
10773,8552,01-08-2017,,usps,Delivered
10774,2374,01-10-2017,01-23-2017,usps,Returned
10775,23016,01-05-2016,,fedex,Delivered
10776,188,12-11-2016,,usps,Delivered
10777,648,04-22-2017,,purolator,Delivered
10778,7464,05-02-2017,,ontrac,Delivered
10779,9886,01-09-2016,,amazon logistics,Delivered
10780,20130,01-02-2017,,spee-dee delivery,Delivered
10781,16803,04-27-2016,,amazon logistics,Delivered
10782,20884,07-01-2017,,spee-dee delivery,Delivered
10783,9267,08-16-2016,08-26-2016,xpo logistics,Returned
10784,19907,12-15-2016,,usps,Delivered
10785,22868,11-20-2016,12-03-2016,fedex,Returned
10786,18108,08-12-2017,,spee-dee delivery,Delivered
10787,5963,04-11-2016,,dhl,Delivered
10788,19771,08-28-2016,,ontrac,Delivered
10789,7700,03-19-2017,,lasership,Delivered
10790,20598,02-14-2017,,fedex,Delivered
10791,15428,03-08-2017,03-16-2017,spee-dee delivery,Returned
10793,20614,05-30-2017,,fedex,Delivered
10794,21662,03-12-2017,03-23-2017,lasership,Returned
10795,472,03-06-2017,,ups,Delivered
10796,818,03-21-2017,04-02-2017,lasership,Returned
10797,16727,04-12-2016,,xpo logistics,Delivered
10798,5103,01-24-2017,,spee-dee delivery,Delivered
10799,8408,01-08-2017,,usps,Delivered
10800,9482,01-09-2016,,ontrac,Delivered
10801,13929,05-14-2017,,lasership,Delivered
10802,11788,03-16-2016,,usps,Delivered
10804,5386,10-17-2015,,ups,Delivered
10805,23023,01-07-2016,01-15-2016,xpo logistics,Returned
10806,18943,02-08-2017,,ontrac,Delivered
10807,4003,12-29-2015,01-06-2016,amazon logistics,Returned
10808,8349,01-09-2017,,spee-dee delivery,Delivered
10809,16220,01-06-2016,,lasership,Delivered
10810,9640,01-10-2016,,usps,Delivered
10811,21068,07-23-2017,,lasership,Delivered
10812,13621,12-06-2015,,dhl,Delivered
10813,18377,11-24-2016,12-03-2016,ontrac,Returned
10814,12,01-25-2017,,xpo logistics,Delivered
10815,7033,12-26-2016,,xpo logistics,Delivered
10816,12094,01-05-2016,01-13-2016,usps,Returned
10817,14484,01-17-2017,,amazon logistics,Delivered
10818,17154,08-01-2016,,usps,Delivered
10819,20737,06-17-2017,06-30-2017,ontrac,Returned
10820,17576,04-19-2017,,spee-dee delivery,Delivered
10821,10931,07-17-2016,,lasership,Delivered
10822,11191,06-19-2016,,fedex,Delivered
10823,10350,01-23-2016,,dhl,Delivered
10824,8102,01-18-2017,,fedex,Delivered
10825,111,01-09-2017,,xpo logistics,Delivered
10826,16053,09-25-2015,10-08-2015,dhl,Returned
10827,9820,01-13-2016,01-26-2016,amazon logistics,Returned
10828,16476,01-18-2016,,lasership,Delivered
10829,12708,01-28-2017,,lasership,Delivered
10830,3801,12-29-2015,,usps,Delivered
10831,15852,08-02-2015,,spee-dee delivery,Delivered
10832,19621,07-31-2016,,purolator,Delivered
10834,4947,08-27-2016,09-08-2016,usps,Returned
10835,19002,08-25-2017,09-08-2017,spee-dee delivery,Returned
10836,1497,12-28-2016,,ontrac,Delivered
10837,1815,12-09-2016,,amazon logistics,Delivered
10838,4892,12-03-2016,12-18-2016,amazon logistics,Returned
10839,3700,11-28-2015,,xpo logistics,Delivered
10840,4290,03-24-2016,,dhl,Delivered
10841,3103,04-18-2016,,purolator,Delivered
10842,14892,12-03-2016,,dhl,Delivered
10843,3658,11-08-2015,,ups,Delivered
10844,15626,01-31-2017,,usps,Delivered
10845,21999,05-04-2017,05-19-2017,xpo logistics,Returned
10846,14512,01-17-2017,,spee-dee delivery,Delivered
10847,817,03-21-2017,,purolator,Delivered
10848,22378,10-04-2016,10-18-2016,amazon logistics,Returned
10849,17989,08-20-2017,,xpo logistics,Delivered
10850,11087,06-30-2016,,spee-dee delivery,Delivered
10851,4050,12-31-2015,01-12-2016,fedex,Returned
10852,10354,01-25-2016,,usps,Delivered
10853,19384,06-25-2016,,dhl,Delivered
10854,1458,12-30-2016,,amazon logistics,Delivered
10855,17197,08-09-2016,,xpo logistics,Delivered
10856,3655,11-08-2015,11-20-2015,lasership,Returned
10857,10910,07-17-2016,08-01-2016,amazon logistics,Returned
10858,20924,07-09-2017,,amazon logistics,Delivered
10859,5252,11-18-2015,11-30-2015,spee-dee delivery,Returned
10860,7639,03-26-2017,,fedex,Delivered
10861,18941,02-09-2017,,lasership,Delivered
10862,14868,12-09-2016,,amazon logistics,Delivered
10863,23259,02-23-2016,,dhl,Delivered
10864,3164,07-20-2016,,purolator,Delivered
10865,22419,09-27-2016,10-12-2016,ontrac,Returned
10866,21231,08-10-2017,,dhl,Delivered
10867,1524,12-26-2016,,usps,Delivered
10868,21798,03-22-2017,,fedex,Delivered
10869,2546,01-07-2017,01-19-2017,purolator,Returned
10870,11669,03-13-2016,,usps,Delivered
10871,11798,03-08-2016,,lasership,Delivered
10872,503,11-20-2016,,ontrac,Delivered
10873,19543,08-01-2016,08-12-2016,ontrac,Returned
10874,5738,04-26-2016,,ontrac,Delivered
10875,6703,10-22-2016,11-01-2016,lasership,Returned
10876,20024,12-22-2016,,fedex,Delivered
10877,22846,11-17-2016,,xpo logistics,Delivered
10879,3138,06-09-2016,06-17-2016,xpo logistics,Returned
10880,4469,01-18-2016,01-30-2016,ontrac,Returned
10881,21436,08-18-2017,,purolator,Delivered
10882,4334,06-30-2016,,ontrac,Delivered
10884,8348,01-11-2017,,ups,Delivered
10885,16773,04-06-2016,,ups,Delivered
10886,1987,01-26-2017,,spee-dee delivery,Delivered
10887,2813,04-30-2017,,lasership,Delivered
10888,853,03-16-2017,,ups,Delivered
10889,2310,01-18-2017,,amazon logistics,Delivered
10890,9579,01-12-2016,,spee-dee delivery,Delivered
10891,14066,12-07-2014,,xpo logistics,Delivered
10892,9005,09-15-2016,,usps,Delivered
10893,16903,06-11-2016,,dhl,Delivered
10894,15369,03-22-2017,04-06-2017,fedex,Returned
10895,4240,02-29-2016,,ups,Delivered
10896,22516,10-19-2016,11-01-2016,dhl,Returned
10898,1783,12-17-2016,12-28-2016,dhl,Returned
10899,279,04-02-2017,,dhl,Delivered
10900,21129,07-31-2017,,purolator,Delivered
10901,9650,01-12-2016,,ups,Delivered
10902,7939,02-20-2017,,dhl,Delivered
10903,18188,09-25-2016,,xpo logistics,Delivered
10904,19009,05-09-2016,,amazon logistics,Delivered
10905,23060,01-08-2016,01-16-2016,spee-dee delivery,Returned
10906,18151,08-27-2017,,usps,Delivered
10907,18991,09-26-2017,,xpo logistics,Delivered
10908,1125,02-12-2017,,fedex,Delivered
10909,18387,11-28-2016,,fedex,Delivered
10910,17180,08-03-2016,08-18-2016,ontrac,Returned
10911,11240,06-13-2016,,usps,Delivered
10912,10996,07-13-2016,07-21-2016,dhl,Returned
10913,15170,05-14-2017,,ontrac,Delivered
10914,4408,01-14-2016,,ups,Delivered
10915,919,03-10-2017,,ontrac,Delivered
10916,20702,06-09-2017,,purolator,Delivered
10917,19404,06-30-2016,,lasership,Delivered
10918,9296,08-15-2016,,usps,Delivered
10919,10774,07-23-2016,,fedex,Delivered
10920,1679,12-24-2016,01-08-2017,ontrac,Returned
10921,3885,01-24-2017,,ups,Delivered
10922,5751,04-24-2016,,usps,Delivered
10923,11730,03-12-2016,,purolator,Delivered
10924,17111,07-07-2016,,dhl,Delivered
10925,17807,05-24-2017,,usps,Delivered
10926,611,04-26-2017,05-09-2017,lasership,Returned
10927,10668,01-13-2016,,ups,Delivered
10928,4751,02-03-2017,,lasership,Delivered
10929,17156,07-28-2016,,xpo logistics,Delivered
10930,7496,04-23-2017,,ups,Delivered
10931,17763,06-06-2017,,usps,Delivered
10932,3595,01-08-2017,,purolator,Delivered
10933,12360,12-29-2015,,ups,Delivered
10934,5789,04-23-2016,05-07-2016,spee-dee delivery,Returned
10935,19810,12-06-2016,,fedex,Delivered
10936,10607,01-11-2016,,ontrac,Delivered
10937,20352,01-26-2017,,amazon logistics,Delivered
10938,12046,01-06-2016,01-16-2016,ups,Returned
10939,23832,11-14-2015,,ontrac,Delivered
10940,18594,01-02-2017,01-13-2017,amazon logistics,Returned
10941,13736,11-28-2015,,lasership,Delivered
10942,23118,01-11-2016,,purolator,Delivered
10944,13242,12-29-2015,,ups,Delivered
10945,11223,06-17-2016,,xpo logistics,Delivered
10946,21754,03-18-2017,03-28-2017,fedex,Returned
10947,14358,09-21-2016,09-29-2016,dhl,Returned
10948,4182,02-09-2016,,purolator,Delivered
10949,14468,01-18-2017,,ontrac,Delivered
10950,23683,04-25-2016,05-04-2016,ups,Returned
10951,12635,02-06-2017,,dhl,Delivered
10952,15305,04-05-2017,04-19-2017,lasership,Returned
10953,2388,01-10-2017,,amazon logistics,Delivered
10954,1509,12-29-2016,,spee-dee delivery,Delivered
10955,9495,01-11-2016,,ontrac,Delivered
10956,23917,11-30-2015,12-13-2015,amazon logistics,Returned
10957,21774,03-21-2017,03-31-2017,usps,Returned
10958,6182,12-11-2016,,dhl,Delivered
10959,22305,09-13-2016,,ups,Delivered
10960,12305,12-30-2015,01-07-2016,usps,Returned
10961,4848,01-25-2017,,xpo logistics,Delivered
10962,1851,12-11-2016,,spee-dee delivery,Delivered
10963,19676,08-15-2016,08-24-2016,spee-dee delivery,Returned
10964,20156,01-04-2017,,dhl,Delivered
10965,21419,08-22-2017,,xpo logistics,Delivered
10966,6326,11-29-2016,12-08-2016,fedex,Returned
10967,12300,01-01-2016,,spee-dee delivery,Delivered
10968,16941,06-15-2016,,usps,Delivered
10969,13485,12-21-2015,01-04-2016,ups,Returned
10970,22340,09-22-2016,,usps,Delivered
10971,17364,09-04-2016,,fedex,Delivered
10972,15577,02-07-2017,02-17-2017,spee-dee delivery,Returned
10973,17005,06-25-2016,07-03-2016,ups,Returned
10974,15837,07-11-2015,,dhl,Delivered
10975,16315,12-06-2015,,usps,Delivered
10976,15827,08-09-2015,08-24-2015,amazon logistics,Returned
10977,9547,01-10-2016,,amazon logistics,Delivered
10978,22088,05-21-2017,,usps,Delivered
10979,16243,01-11-2016,,ups,Delivered
10980,19613,07-27-2016,,usps,Delivered
10981,13859,05-22-2017,,xpo logistics,Delivered
10982,18591,01-03-2017,,lasership,Delivered
10983,17310,09-17-2016,10-02-2016,ups,Returned
10984,5349,10-19-2015,11-01-2015,fedex,Returned
10986,20631,05-29-2017,,ups,Delivered
10987,196,12-24-2016,,purolator,Delivered
10988,10867,07-21-2016,,fedex,Delivered
10989,11490,03-27-2016,,fedex,Delivered
10990,142,01-25-2017,02-03-2017,spee-dee delivery,Returned
10991,11391,06-05-2016,,lasership,Delivered
10992,13709,12-01-2015,,spee-dee delivery,Delivered
10993,404,03-29-2017,,fedex,Delivered
10994,19257,06-11-2016,,spee-dee delivery,Delivered
10995,9790,01-09-2016,,xpo logistics,Delivered
10996,11571,03-19-2016,,fedex,Delivered
10997,17670,04-04-2017,04-19-2017,lasership,Returned
10998,10735,01-12-2016,,ontrac,Delivered
10999,8551,01-11-2017,,spee-dee delivery,Delivered
11000,11279,06-15-2016,,usps,Delivered
11001,5852,04-21-2016,,xpo logistics,Delivered
11002,3586,02-27-2016,,amazon logistics,Delivered
11003,21823,03-31-2017,,spee-dee delivery,Delivered
11004,7272,12-23-2016,12-31-2016,spee-dee delivery,Returned
11005,6384,11-24-2016,12-05-2016,fedex,Returned
11006,20522,02-06-2017,,purolator,Delivered
11007,5453,05-30-2016,,ups,Delivered
11008,760,03-18-2017,,ups,Delivered
11009,21152,07-29-2017,,lasership,Delivered
11010,17505,03-08-2017,,lasership,Delivered
11011,2165,01-19-2017,,ontrac,Delivered
11012,16398,01-12-2016,,usps,Delivered
11013,22465,10-06-2016,10-21-2016,ups,Returned
11014,1224,02-01-2017,02-09-2017,usps,Returned
11015,20918,07-11-2017,07-21-2017,dhl,Returned
11017,14788,12-19-2016,,ontrac,Delivered
11018,20770,06-22-2017,,spee-dee delivery,Delivered
11019,16480,01-20-2016,,spee-dee delivery,Delivered
11020,3696,11-29-2015,,fedex,Delivered
11021,17269,08-27-2016,,dhl,Delivered
11022,2766,05-07-2017,,spee-dee delivery,Delivered
11023,9614,01-10-2016,,purolator,Delivered
11024,446,12-25-2016,,lasership,Delivered
11025,39,02-04-2017,02-15-2017,spee-dee delivery,Returned
11026,18911,01-31-2017,,lasership,Delivered
11027,8108,01-17-2017,,fedex,Delivered
11028,5333,10-25-2015,,lasership,Delivered
11029,13357,12-23-2015,,lasership,Delivered
11030,17611,04-01-2017,04-10-2017,spee-dee delivery,Returned
11031,2444,01-07-2017,,fedex,Delivered
11032,8005,02-07-2017,,lasership,Delivered
11033,14919,11-29-2016,12-07-2016,lasership,Returned
11034,15538,02-05-2017,,fedex,Delivered
11035,8871,09-25-2016,,lasership,Delivered
11036,14237,01-02-2017,,spee-dee delivery,Delivered
11037,22931,11-26-2016,,dhl,Delivered
11038,12816,01-26-2017,,dhl,Delivered
11039,4821,01-02-2016,01-13-2016,spee-dee delivery,Returned
11040,15628,01-29-2017,,ontrac,Delivered
11041,17252,08-31-2016,09-14-2016,amazon logistics,Returned
11042,19761,08-28-2016,,fedex,Delivered
11043,22988,12-01-2016,12-15-2016,lasership,Returned
11044,12421,12-30-2015,,lasership,Delivered
11045,19230,05-29-2016,,xpo logistics,Delivered
11046,13588,12-06-2015,12-14-2015,xpo logistics,Returned
11047,1339,01-05-2017,,usps,Delivered
11048,23562,04-13-2016,,xpo logistics,Delivered
11049,11065,07-02-2016,07-12-2016,ups,Returned
11050,17073,07-14-2016,,xpo logistics,Delivered
11051,17477,03-03-2017,03-13-2017,dhl,Returned
11052,159,01-30-2017,,spee-dee delivery,Delivered
11053,11041,07-02-2016,,amazon logistics,Delivered
11054,16711,03-13-2016,,dhl,Delivered
11055,2039,01-24-2017,,amazon logistics,Delivered
11056,23570,04-10-2016,,xpo logistics,Delivered
11057,4583,01-17-2017,01-25-2017,usps,Returned
11058,4225,02-24-2016,,purolator,Delivered
11059,13207,12-29-2015,,lasership,Delivered
11060,18180,09-27-2016,,lasership,Delivered
11061,22483,10-03-2016,,ups,Delivered
11062,16613,03-06-2016,,fedex,Delivered
11063,5612,05-10-2016,05-23-2016,purolator,Returned
11064,20559,02-16-2017,,spee-dee delivery,Delivered
11065,934,03-06-2017,03-14-2017,ups,Returned
11066,17579,03-17-2017,,lasership,Delivered
11067,13226,01-01-2016,01-09-2016,usps,Returned
11068,17037,06-19-2016,,fedex,Delivered
11069,16763,04-27-2016,,xpo logistics,Delivered
11070,22237,09-14-2016,,dhl,Delivered
11071,6375,11-28-2016,12-06-2016,amazon logistics,Returned
11072,15733,01-26-2017,02-03-2017,spee-dee delivery,Returned
11073,1550,12-29-2016,,fedex,Delivered
11074,20483,01-31-2017,02-10-2017,usps,Returned
11075,965,03-08-2017,03-20-2017,lasership,Returned
11076,13939,05-14-2017,,lasership,Delivered
11078,1269,01-04-2017,,xpo logistics,Delivered
11079,14108,05-08-2017,,purolator,Delivered
11080,21281,08-20-2017,,xpo logistics,Delivered
11081,11431,03-31-2016,,lasership,Delivered
11082,2917,12-09-2016,,fedex,Delivered
11084,7157,12-27-2016,,purolator,Delivered
11085,22756,11-08-2016,,amazon logistics,Delivered
11086,17349,02-19-2017,,lasership,Delivered
11087,984,03-01-2017,,xpo logistics,Delivered
11088,23877,11-28-2015,12-06-2015,usps,Returned
11089,5717,05-03-2016,,fedex,Delivered
11090,11752,03-16-2016,03-27-2016,dhl,Returned
11091,8406,01-11-2017,01-23-2017,usps,Returned
11092,13766,10-18-2015,11-02-2015,spee-dee delivery,Returned
11093,250,03-22-2017,03-31-2017,amazon logistics,Returned
11094,18298,10-22-2016,11-04-2016,fedex,Returned
11095,13241,01-02-2016,,ontrac,Delivered
11096,10104,01-06-2016,,amazon logistics,Delivered
11097,9970,01-08-2016,01-20-2016,ups,Returned
11098,466,02-05-2017,02-14-2017,ontrac,Returned
11099,9489,01-14-2016,,spee-dee delivery,Delivered
11100,943,03-07-2017,03-19-2017,ontrac,Returned
11101,17764,06-04-2017,,lasership,Delivered
11102,16904,06-11-2016,,xpo logistics,Delivered
11103,5858,04-17-2016,,fedex,Delivered
11104,6830,01-04-2017,,ontrac,Delivered
11105,11392,06-05-2016,,ups,Delivered
11106,22475,10-07-2016,,xpo logistics,Delivered
11107,2471,01-07-2017,,fedex,Delivered
11108,17569,04-26-2017,,dhl,Delivered
11109,14667,01-01-2017,,dhl,Delivered
11110,21691,03-17-2017,,purolator,Delivered
11111,11851,03-06-2016,,purolator,Delivered
11112,3665,12-06-2015,12-17-2015,lasership,Returned
11113,18587,01-02-2017,01-11-2017,dhl,Returned
11114,20395,01-24-2017,,lasership,Delivered
11115,8916,09-23-2016,,dhl,Delivered
11116,145,01-24-2017,02-07-2017,ontrac,Returned
11117,7921,02-26-2017,,fedex,Delivered
11118,10744,01-10-2016,,fedex,Delivered
11119,7723,03-20-2017,,fedex,Delivered
11120,1515,12-30-2016,,xpo logistics,Delivered
11121,21017,07-20-2017,,xpo logistics,Delivered
11122,7437,12-15-2016,,xpo logistics,Delivered
11123,20458,02-01-2017,,amazon logistics,Delivered
11124,13408,12-20-2015,12-29-2015,xpo logistics,Returned
11125,19028,05-18-2016,,usps,Delivered
11126,14836,12-14-2016,,dhl,Delivered
11127,1180,02-07-2017,,lasership,Delivered
11128,8879,10-01-2016,,spee-dee delivery,Delivered
11129,22314,09-23-2016,,amazon logistics,Delivered
11130,16325,01-01-2016,,usps,Delivered
11131,15351,03-25-2017,04-08-2017,purolator,Returned
11132,12537,12-30-2015,01-09-2016,xpo logistics,Returned
11133,14505,01-17-2017,,ontrac,Delivered
11134,19473,07-10-2016,,ups,Delivered
11135,16709,03-13-2016,,lasership,Delivered
11136,17070,07-14-2016,,spee-dee delivery,Delivered
11137,10171,01-07-2016,,dhl,Delivered
11138,19670,08-14-2016,08-26-2016,purolator,Returned
11139,7471,04-30-2017,05-14-2017,ontrac,Returned
